,chemicalFormula,mpID,volume,volumeUnits,formationEnergy,formationEnergyUnits,bandGap,bandGapUnits,density,densityUnits,crystalSystem
2516,Ni3B7IO13,mp-540838,449.25251740445754,$\AA^3$,-2.2858918246006943,eV/atom,2.3700000000000006,eV,4.336810798160743,g/cm$^3$,cubic
2517,Rb7Th2(P2Se7)3,mp-585963,2393.6019964501643,$\AA^3$,-0.82437226483445,eV/atom,1.0757,eV,4.032510640198206,g/cm$^3$,triclinic
2518,Cs2Th(PS3)3,mp-640389,1727.298505392845,$\AA^3$,-0.9368576185565474,eV/atom,2.2752999999999997,eV,3.3814737015510326,g/cm$^3$,triclinic
2519,Cs(BI)6,mp-640353,1723.5223637279555,$\AA^3$,-0.44030965288461543,eV/atom,1.7666000000000002,eV,3.696583454828439,g/cm$^3$,trigonal
2520,La3CuSnSe7,mp-567753,643.3936150890357,$\AA^3$,-1.420485488554687,eV/atom,1.2088,eV,5.944821418722468,g/cm$^3$,hexagonal
2521,Gd3CuSnSe7,mp-568811,600.9602729111093,$\AA^3$,-1.2869084750130202,eV/atom,0.7255000000000003,eV,6.668711994142213,g/cm$^3$,hexagonal
2522,Nd3CuSnSe7,mp-18303,623.938451073471,$\AA^3$,-1.311517644179687,eV/atom,1.1974,eV,6.2154035090913675,g/cm$^3$,hexagonal
2523,TmCuPbSe3,mp-640324,582.5935277960775,$\AA^3$,-0.9986111326302088,eV/atom,1.1235,eV,7.713470936451399,g/cm$^3$,orthorhombic
2524,Mo3S7Cl4,mp-640341,1435.233108693554,$\AA^3$,-0.8783528233198206,eV/atom,1.6678,eV,3.0270676300348236,g/cm$^3$,monoclinic
2525,Pr3CuSnSe7,mp-17243,632.0701415473457,$\AA^3$,-1.3186089879296876,eV/atom,1.2305000000000001,eV,6.0828823857101435,g/cm$^3$,hexagonal
2526,MoS2Cl3,mp-27866,612.9013340070375,$\AA^3$,-0.9686200234008334,eV/atom,1.4570999999999998,eV,2.8873536384114256,g/cm$^3$,monoclinic
2527,DyCuS2,mp-554120,333.9894600573972,$\AA^3$,-1.37790859828125,eV/atom,1.6324,eV,5.7708233290630035,g/cm$^3$,orthorhombic
2528,CdAg2GeS4,mp-554105,379.1549943623577,$\AA^3$,-0.3447751289062504,eV/atom,0.5693000000000001,eV,4.63400884501746,g/cm$^3$,orthorhombic
2529,Y3SiCuS7,mp-561173,486.9777706783361,$\AA^3$,-1.5225812890364583,eV/atom,1.7418999999999993,eV,3.9745913124263375,g/cm$^3$,hexagonal
2530,Y3SiCuSe7,mp-568638,561.2577999808602,$\AA^3$,-1.3148312816796874,eV/atom,1.5113000000000003,eV,5.390982957546733,g/cm$^3$,hexagonal
2531,Li2NiO3,mp-566008,98.16855935191032,$\AA^3$,-1.5194418039583333,eV/atom,1.3307000000000002,eV,4.079048464536512,g/cm$^3$,monoclinic
2532,Ca2CoTeO6,mp-558451,243.380284806685,$\AA^3$,-2.38230885925,eV/atom,2.3361000000000005,eV,4.949074219893432,g/cm$^3$,monoclinic
2533,Sr2CoTeO6,mp-640531,260.8457060542116,$\AA^3$,-2.3587596992499997,eV/atom,2.0399,eV,5.828305482551637,g/cm$^3$,monoclinic
2534,Yb11GaSb9,mp-569811,1228.2822754821832,$\AA^3$,-0.981775318095238,eV/atom,0.6382000000000003,eV,8.298090808426203,g/cm$^3$,orthorhombic
2535,K2SrV3O9,mp-567083,940.681232954219,$\AA^3$,-2.6307968507499995,eV/atom,2.2149,eV,3.266673381721298,g/cm$^3$,orthorhombic
2536,BaMo2P3O14,mp-640584,575.2066865253935,$\AA^3$,-2.6241356968392866,eV/atom,1.8598,eV,3.730510244295353,g/cm$^3$,monoclinic
2537,Hg3(PO4)2,mp-12199,762.5501912373373,$\AA^3$,-1.8171608378435642,eV/atom,1.6254,eV,6.896174481680779,g/cm$^3$,monoclinic
2538,Ca3Fe2(GeO4)3,mp-640879,971.640853140736,$\AA^3$,-2.5926260590000005,eV/atom,2.4715000000000003,eV,4.387608791396586,g/cm$^3$,cubic
2539,Li7MnN4,mp-5515,876.8786370108913,$\AA^3$,-0.6824577446582758,eV/atom,0.6562000000000001,eV,2.417137673172152,g/cm$^3$,cubic
2540,Sr3Fe2Cu2Se2O5,mp-565357,219.06034977021815,$\AA^3$,-1.9276504938169647,eV/atom,0.5070000000000006,eV,5.606064745007533,g/cm$^3$,tetragonal
2541,BaMo2(PO4)4,mp-567053,638.2980357097869,$\AA^3$,-2.6571410903209114,eV/atom,2.4074,eV,3.6894226289818257,g/cm$^3$,monoclinic
2542,SrZrS3,mp-558760,465.65677914281065,$\AA^3$,-1.7820349554375,eV/atom,0.552,eV,3.923172471653001,g/cm$^3$,orthorhombic
2543,Rb4Fe2O5,mp-640890,464.7211278672504,$\AA^3$,-1.7451193464772716,eV/atom,1.8578999999999999,eV,3.8130143201571425,g/cm$^3$,monoclinic
2544,ZrMn2Ag4(MoO4)6,mp-581642,2313.3477288481063,$\AA^3$,-1.9661186635723948,eV/atom,2.1412,eV,4.571569642785903,g/cm$^3$,orthorhombic
2545,K4Fe2O5,mp-566574,388.2513199030099,$\AA^3$,-1.7921920096590909,eV/atom,2.3023000000000002,eV,2.977456560219067,g/cm$^3$,monoclinic
2546,Rb8Fe2O7,mp-640907,772.2970221938208,$\AA^3$,-1.598854263455882,eV/atom,1.6081,eV,3.902177014311498,g/cm$^3$,monoclinic
2547,Cd2BiAsO6,mp-556653,297.8621738278245,$\AA^3$,-1.6743941577500003,eV/atom,2.0527999999999995,eV,6.74245908849864,g/cm$^3$,orthorhombic
2548,K2MoO8,mp-565371,1069.0093110210614,$\AA^3$,-1.4644180071212118,eV/atom,2.0176,eV,2.815887240641087,g/cm$^3$,trigonal
2549,Y3CuGeS7,mp-556781,493.68614631188876,$\AA^3$,-1.4335491523697914,eV/atom,1.7881,eV,4.220305947329506,g/cm$^3$,hexagonal
2550,UTl2(MoO5)2,mp-641097,2263.3557276893466,$\AA^3$,-2.328561194083334,eV/atom,2.2332,eV,5.861489894083888,g/cm$^3$,orthorhombic
2551,SrCr2O7,mp-566000,1264.1063911875483,$\AA^3$,-2.117661007249999,eV/atom,2.4835000000000003,eV,3.1905725925701436,g/cm$^3$,tetragonal
2552,Pr3CuGeSe7,mp-571347,613.5686024528884,$\AA^3$,-1.3189342304296876,eV/atom,1.2046999999999999,eV,6.016941316116634,g/cm$^3$,hexagonal
2553,CsCr3O8,mp-641545,814.3585742899506,$\AA^3$,-1.9624697991666669,eV/atom,1.8862,eV,3.4002728145568417,g/cm$^3$,orthorhombic
2554,Fe(IO3)3,mp-24993,410.4155592789705,$\AA^3$,-1.0310741425961538,eV/atom,2.4612000000000003,eV,4.6978280769975616,g/cm$^3$,hexagonal
2555,Na2Cd3Si3O10,mp-6078,485.2934703067973,$\AA^3$,-2.5087389018055557,eV/atom,2.4467999999999996,eV,4.294007073118494,g/cm$^3$,monoclinic
2556,V2WO6,mp-25148,202.72021808635603,$\AA^3$,-2.420285630833334,eV/atom,1.0726999999999998,eV,6.253544186014557,g/cm$^3$,tetragonal
2557,Er3CuGeS7,mp-555081,484.861339540888,$\AA^3$,-1.4158493682031252,eV/atom,1.7245999999999997,eV,5.9071678370026515,g/cm$^3$,hexagonal
2558,Nd3CuGeSe7,mp-568954,604.3461780627576,$\AA^3$,-1.3128400400130207,eV/atom,1.1928999999999998,eV,6.1637308504519455,g/cm$^3$,hexagonal
2559,HoAgTe2,mp-12904,237.8953197960839,$\AA^3$,-0.9081599762500003,eV/atom,0.9017999999999997,eV,7.370990681463837,g/cm$^3$,tetragonal
2560,Gd3CuGeSe7,mp-568189,577.4729180670394,$\AA^3$,-1.2889258091796876,eV/atom,0.7081,eV,6.674995143818787,g/cm$^3$,hexagonal
2561,Sm3CuGeSe7,mp-570226,588.4784231672448,$\AA^3$,-1.299203429179687,eV/atom,1.1611999999999996,eV,6.433510721452977,g/cm$^3$,hexagonal
2562,Gd3CuGeS7,mp-573114,505.05005957358276,$\AA^3$,-1.4489637848697907,eV/atom,1.0609000000000002,eV,5.473586733786854,g/cm$^3$,hexagonal
2563,Sm3CuGeS7,mp-555978,515.8737456992578,$\AA^3$,-1.457399682786459,eV/atom,1.7739000000000003,eV,5.225675176262339,g/cm$^3$,hexagonal
2564,Nd3CuGeS7,mp-554150,529.1534249618959,$\AA^3$,-1.4637719277864587,eV/atom,1.6757999999999997,eV,4.979337636270137,g/cm$^3$,hexagonal
2565,Pr3CuGeS7,mp-556962,538.0363687129737,$\AA^3$,-1.465918049036458,eV/atom,1.6603000000000003,eV,4.835384386356377,g/cm$^3$,hexagonal
2566,Dy3CuGeS7,mp-558740,491.9869138870183,$\AA^3$,-1.4373408507031253,eV/atom,1.8098,eV,5.725238217694891,g/cm$^3$,hexagonal
2567,Nb3Cl7,mp-27880,1027.149806293998,$\AA^3$,-1.6575311427819996,eV/atom,0.9765000000000001,eV,3.407182006752821,g/cm$^3$,orthorhombic
2568,Tb3CuGeS7,mp-557517,496.7267084124296,$\AA^3$,-1.446303646119792,eV/atom,1.7968000000000002,eV,5.598908136340539,g/cm$^3$,hexagonal
2569,Cr3AgO8,mp-560237,174.7189221834392,$\AA^3$,-1.6585584283333326,eV/atom,1.1888999999999998,eV,3.724181622565499,g/cm$^3$,monoclinic
2570,NaSb(PS3)2,mp-554384,955.6753388041743,$\AA^3$,-0.43108160730654743,eV/atom,2.1780999999999997,eV,2.7737452520108374,g/cm$^3$,monoclinic
2571,La4Te3N2,mp-641010,1045.7064550535965,$\AA^3$,-1.7494305263622227,eV/atom,0.8803000000000001,eV,6.138638197409925,g/cm$^3$,orthorhombic
2572,TbVO3,mp-565331,235.8442907082269,$\AA^3$,-3.301721520583334,eV/atom,1.5225,eV,7.262333136914464,g/cm$^3$,orthorhombic
2573,RbBa4Sb3O,mp-559270,689.7180081025044,$\AA^3$,-1.3750068218055556,eV/atom,0.9396,eV,4.892431937875955,g/cm$^3$,tetragonal
2574,CsK5Zn4Sn5S17,mp-641018,949.8839078712891,$\AA^3$,-0.8257810968457036,eV/atom,1.6088999999999998,eV,3.02200469194883,g/cm$^3$,tetragonal
2575,Nd4Te3N2,mp-570646,1000.6622507691872,$\AA^3$,-1.59022421414,eV/atom,0.7672999999999996,eV,6.556655690285291,g/cm$^3$,orthorhombic
2576,NaB9Se8,mp-640950,2325.289151444469,$\AA^3$,-0.3114559589120368,eV/atom,1.9422000000000001,eV,3.2219822846295916,g/cm$^3$,trigonal
2577,Li2TeSe3,mp-570080,565.0644391935632,$\AA^3$,-0.6334373738802087,eV/atom,1.0068000000000001,eV,4.447526927187734,g/cm$^3$,monoclinic
2578,Y2TeO2,mp-755756,97.90834928516558,$\AA^3$,-3.2184677125000007,eV/atom,1.0487000000000002,eV,5.722527973300848,g/cm$^3$,tetragonal
2579,Li2TeS3,mp-558731,495.30403692175287,$\AA^3$,-0.6804840286979168,eV/atom,1.4569000000000005,eV,3.187310255570289,g/cm$^3$,monoclinic
2580,Pr4Te3N2,mp-570623,1021.2074638677419,$\AA^3$,-1.5775842835844445,eV/atom,0.7522000000000002,eV,6.337995933584312,g/cm$^3$,orthorhombic
2581,Cs3GeAsSe5,mp-582708,1542.6839340634651,$\AA^3$,-0.8099109700468748,eV/atom,1.8343000000000003,eV,4.0518904452937035,g/cm$^3$,monoclinic
2582,NbTlCl4O,mp-561523,1618.685280440766,$\AA^3$,-1.9263382732914276,eV/atom,2.1768,eV,3.7349474438828776,g/cm$^3$,orthorhombic
2583,AlAs3S5Cl4,mp-558360,782.7735276424241,$\AA^3$,-0.8070552833348084,eV/atom,2.2756,eV,2.3499640929575913,g/cm$^3$,monoclinic
2584,KRuF6,mp-8013,130.3373962899476,$\AA^3$,-2.110598471875,eV/atom,1.2199,eV,3.238061042774262,g/cm$^3$,trigonal
2585,Cs2PdF6,mp-504729,194.77634646554813,$\AA^3$,-2.12989061,eV/atom,2.3064999999999998,eV,4.145212936337846,g/cm$^3$,cubic
2586,AlAs3(SeCl)4,mp-567734,1627.1077686627395,$\AA^3$,-0.8693145222845834,eV/atom,2.3859,eV,2.8958955870665615,g/cm$^3$,monoclinic
2587,RbRuF6,mp-8014,141.29914997427318,$\AA^3$,-2.1235739081250005,eV/atom,1.264,eV,3.5317891504038146,g/cm$^3$,trigonal
2588,Eu2LiCBr3N2,mp-568863,780.9584897035026,$\AA^3$,-1.4951478534455558,eV/atom,0.7450999999999999,eV,5.0231748213067595,g/cm$^3$,cubic
2589,CsRuF6,mp-8015,157.8843626523687,$\AA^3$,-2.142128171875,eV/atom,1.3131,eV,3.6597093115133164,g/cm$^3$,trigonal
2590,Pr3CuSnS7,mp-560014,556.3815542940707,$\AA^3$,-1.4456802736197918,eV/atom,1.7713999999999999,eV,4.950945428524411,g/cm$^3$,hexagonal
2591,Gd3CuSnS7,mp-556782,527.8469589982195,$\AA^3$,-1.429114234453125,eV/atom,1.0152999999999999,eV,5.52705156755673,g/cm$^3$,hexagonal
2592,Nd3CuSnS7,mp-560300,548.4135613928577,$\AA^3$,-1.4429518482031252,eV/atom,1.7587000000000002,eV,5.083454926560213,g/cm$^3$,hexagonal
2593,Sm3CuSnS7,mp-558042,535.3361984889744,$\AA^3$,-1.436528446953125,eV/atom,1.6872999999999996,eV,5.321498324245478,g/cm$^3$,hexagonal
2594,Pr3SiCuS7,mp-555893,530.8590590333804,$\AA^3$,-1.5557193944531242,eV/atom,1.5888,eV,4.622024720314554,g/cm$^3$,hexagonal
2595,Nd3SiCuSe7,mp-641534,593.9770449295502,$\AA^3$,-1.3607244704296875,eV/atom,1.3323,eV,6.022216262231176,g/cm$^3$,hexagonal
2596,Pr3SiCuSe7,mp-568801,607.4001342496539,$\AA^3$,-1.367356095429687,eV/atom,1.3983999999999996,eV,5.834436167909615,g/cm$^3$,hexagonal
2597,La3SiCuSe7,mp-568082,620.0288246913219,$\AA^3$,-1.467221465221354,eV/atom,1.5846,eV,5.683427905972919,g/cm$^3$,hexagonal
2598,Cu6GeWS8,mp-557225,617.8851415596689,$\AA^3$,-0.39323017390625026,eV/atom,0.8154000000000003,eV,4.806654195852005,g/cm$^3$,hexagonal
2599,Dy3SiCuS7,mp-557998,482.8228995866233,$\AA^3$,-1.526494654869791,eV/atom,1.7895000000000003,eV,5.527437330676004,g/cm$^3$,hexagonal
2600,Sm3SiCuS7,mp-554097,508.0022558728072,$\AA^3$,-1.5477584990364583,eV/atom,1.6556999999999995,eV,5.015370768181416,g/cm$^3$,hexagonal
2601,Tb3SiCuS7,mp-560501,488.6860517498765,$\AA^3$,-1.5357116961197914,eV/atom,1.7277000000000005,eV,5.388241054001565,g/cm$^3$,hexagonal
2602,Nd3SiCuS7,mp-556975,521.364619579643,$\AA^3$,-1.5539487882031242,eV/atom,1.6179000000000006,eV,4.769914390369819,g/cm$^3$,hexagonal
2603,Er3SiCuS7,mp-558980,474.7944076429077,$\AA^3$,-1.5039125011197914,eV/atom,1.8759999999999994,eV,5.7207673551062745,g/cm$^3$,hexagonal
2604,Eu2Ir2O7,mp-641683,286.64078378334943,$\AA^3$,-2.20537616125,eV/atom,1.4281999999999995,eV,9.273106639496532,g/cm$^3$,cubic
2605,Dy3SiCuSe7,mp-569557,557.4204390602966,$\AA^3$,-1.312107182096354,eV/atom,1.5191999999999997,eV,6.743503958020189,g/cm$^3$,hexagonal
2606,AlCuTe2,mp-8017,223.84968956630297,$\AA^3$,-0.33867269624999974,eV/atom,1.0186000000000002,eV,5.129281483651883,g/cm$^3$,tetragonal
2607,Tb3SiCuSe7,mp-568779,563.1709626545352,$\AA^3$,-1.3239292808463532,eV/atom,1.4882,eV,6.611405969531059,g/cm$^3$,hexagonal
2608,Gd3SiCuSe7,mp-641576,586.050023542575,$\AA^3$,-1.3276376791796878,eV/atom,0.7725999999999997,eV,6.324818380975089,g/cm$^3$,hexagonal
2609,K2MnSO4F3,mp-18838,702.4484889392305,$\AA^3$,-2.4065143430819833,eV/atom,1.5128,eV,2.706155496056243,g/cm$^3$,monoclinic
2610,Sm3SiCuSe7,mp-570045,581.5190276305128,$\AA^3$,-1.3473702387630198,eV/atom,1.3713999999999995,eV,6.256052010718305,g/cm$^3$,hexagonal
2611,LiMoIO6,mp-565827,260.2312857711781,$\AA^3$,-1.6809453088888888,eV/atom,2.3192000000000004,eV,4.1576359528641875,g/cm$^3$,monoclinic
2612,MoPb3Cl2O5,mp-566692,426.08029849893603,$\AA^3$,-1.810274860706364,eV/atom,2.1981999999999995,eV,6.769068681421814,g/cm$^3$,orthorhombic
2613,AlCuSe2,mp-8016,177.3921184288757,$\AA^3$,-0.6274235830468751,eV/atom,0.8921999999999999,eV,4.651354426858169,g/cm$^3$,tetragonal
2614,TaCu3Se4,mp-4081,186.37574495575893,$\AA^3$,-0.5171855980468747,eV/atom,1.5980000000000003,eV,6.124710215450188,g/cm$^3$,cubic
2615,BaUTiO6,mp-560110,574.8657526718905,$\AA^3$,-3.635352158518519,eV/atom,1.9643000000000002,eV,5.999201509447811,g/cm$^3$,monoclinic
2616,TbCuSe2,mp-12984,343.1419954489127,$\AA^3$,-1.2230233378385416,eV/atom,0.8279999999999994,eV,7.363186672157411,g/cm$^3$,monoclinic
2617,Li7P3S11,mp-641703,876.7672135456487,$\AA^3$,-0.8286885492368198,eV/atom,2.4142,eV,1.8720522149743597,g/cm$^3$,triclinic
2618,KFeO2,mp-566313,1062.5998516619347,$\AA^3$,-1.8731092442187496,eV/atom,2.1742999999999997,eV,3.1739857284382533,g/cm$^3$,orthorhombic
2619,CsNb2PS10,mp-641699,1471.426960596236,$\AA^3$,-0.736832908480018,eV/atom,1.5128999999999997,eV,3.0259848918083323,g/cm$^3$,monoclinic
2620,TlGaS2,mp-4016,834.3378500927643,$\AA^3$,-0.6384446885937498,eV/atom,1.7912,eV,5.385391930452019,g/cm$^3$,monoclinic
2621,SrMnO3,mp-568977,246.82025233194446,$\AA^3$,-2.5036301212178613,eV/atom,0.9944000000000002,eV,5.128040482456934,g/cm$^3$,orthorhombic
2622,Cs2GeCl6,mp-27882,295.59372715725357,$\AA^3$,-1.8043325327288886,eV/atom,2.215,eV,3.096268062271516,g/cm$^3$,cubic
2623,TlGaSe2,mp-17254,961.5310446778309,$\AA^3$,-0.5833201317968748,eV/atom,1.3725,eV,5.968784804330407,g/cm$^3$,monoclinic
2624,Rb2NiF6,mp-556417,158.7380239245021,$\AA^3$,-2.0447436577777776,eV/atom,2.4215999999999998,eV,3.594560430362901,g/cm$^3$,cubic
2625,Rb2Pd(NO3)4,mp-555122,644.5547647617525,$\AA^3$,-1.2270874960273688,eV/atom,1.8272,eV,2.7070033934219,g/cm$^3$,monoclinic
2626,Nd2MnCoO6,mp-19336,238.50816534537606,$\AA^3$,-2.820173266983931,eV/atom,1.0807000000000002,eV,6.939236594821459,g/cm$^3$,monoclinic
2627,Cs2PtCl6,mp-23406,299.56258406087113,$\AA^3$,-1.6562881432844443,eV/atom,2.1024,eV,3.7339791548214087,g/cm$^3$,cubic
2628,Mg3V6(FeO6)4,mp-19067,484.83970816718204,$\AA^3$,-2.389480093918919,eV/atom,2.2285999999999997,eV,3.3767334782765617,g/cm$^3$,triclinic
2629,Cs2SnBr6,mp-641923,354.57590340202006,$\AA^3$,-1.2707505316666667,eV/atom,1.4388999999999998,eV,4.046000093618679,g/cm$^3$,cubic
2630,KVSO6,mp-566353,541.0653947847114,$\AA^3$,-2.217341420173611,eV/atom,1.8687,eV,2.677425204477621,g/cm$^3$,orthorhombic
2631,YMn2O5,mp-542867,366.5904565063367,$\AA^3$,-2.649202596991077,eV/atom,1.0726,eV,5.051122002867762,g/cm$^3$,orthorhombic
2632,RbVSO6,mp-642398,558.9681963747081,$\AA^3$,-2.219295279062501,eV/atom,1.8148,eV,3.142675334034341,g/cm$^3$,orthorhombic
2633,CsVSO6,mp-642284,1268.4520391160474,$\AA^3$,-2.2286733043402784,eV/atom,2.434,eV,3.266570226657373,g/cm$^3$,monoclinic
2634,NaV(SiO3)2,mp-19287,224.40049248935944,$\AA^3$,-2.9585133272499995,eV/atom,2.0001999999999995,eV,3.346210484306756,g/cm$^3$,monoclinic
2635,Cd(GaO2)2,mp-3443,167.40825901790927,$\AA^3$,-2.0516266414285704,eV/atom,1.5793000000000001,eV,6.265985438875832,g/cm$^3$,cubic
2636,MnGeO3,mp-643577,1015.3113068584697,$\AA^3$,-2.138654802467861,eV/atom,1.5753000000000004,eV,4.594471649530013,g/cm$^3$,orthorhombic
2637,Ho3CuGeS7,mp-555509,487.79947260657997,$\AA^3$,-1.4263798269531247,eV/atom,1.7591999999999999,eV,5.8240245987020955,g/cm$^3$,hexagonal
2638,Co3B7ClO13,mp-25674,455.7996252707295,$\AA^3$,-2.4736393058823616,eV/atom,2.2683000000000004,eV,3.6134186168984432,g/cm$^3$,trigonal
2639,Sm6Si4S17,mp-557561,1240.0658407730684,$\AA^3$,-1.4522543662615746,eV/atom,2.4769999999999994,eV,4.17685584073431,g/cm$^3$,triclinic
2640,La2GaN3,mp-568036,377.84212710610086,$\AA^3$,-1.2480300841066676,eV/atom,1.8087999999999997,eV,6.848041537423859,g/cm$^3$,monoclinic
2641,Tl3Ag3(AsS3)2,mp-583184,1429.7025027754587,$\AA^3$,-0.2265564615624999,eV/atom,1.4505999999999997,eV,5.941960236363456,g/cm$^3$,monoclinic
2642,Tl3Ag3(SbS3)2,mp-581376,1488.8646805955916,$\AA^3$,-0.2548838813839289,eV/atom,1.4724999999999997,eV,6.123760896290962,g/cm$^3$,monoclinic
2643,P,mp-568348,2010.3317259078917,$\AA^3$,0.0,eV/atom,1.8448999999999995,eV,2.1490898641791505,g/cm$^3$,monoclinic
2644,HgP14Pb,mp-22574,1473.4767682560873,$\AA^3$,-0.020074657880748248,eV/atom,1.2948000000000004,eV,3.792974872292871,g/cm$^3$,orthorhombic
2645,K2SmP2S7,mp-555587,698.753597746594,$\AA^3$,-1.0262058199689985,eV/atom,2.2159,eV,2.44752848753467,g/cm$^3$,monoclinic
2646,Bi2Pt2O7,mp-23341,292.2535097739038,$\AA^3$,-1.347461488522728,eV/atom,0.7881,eV,10.456009316374601,g/cm$^3$,cubic
2647,K2CoCl4,mp-23515,2514.536542159179,$\AA^3$,-1.7286281074580954,eV/atom,0.8938,eV,2.2104767197856763,g/cm$^3$,orthorhombic
2648,Cs4Sb14S23,mp-642535,2478.5146838985193,$\AA^3$,-0.45419839971798787,eV/atom,1.3732999999999995,eV,3.9846759453862437,g/cm$^3$,triclinic
2649,Ba11(CdSb2)6,mp-570121,1090.024867570561,$\AA^3$,-0.8411873948275864,eV/atom,0.5093999999999999,eV,5.5545785832235675,g/cm$^3$,monoclinic
2650,Yb2WO6,mp-540857,473.0502276109297,$\AA^3$,-2.667747999999999,eV/atom,0.5056,eV,8.788568171640728,g/cm$^3$,monoclinic
2651,RbCr4BiO14,mp-642938,1294.048330433088,$\AA^3$,-1.7381587557499998,eV/atom,2.2292,eV,3.7286262928142184,g/cm$^3$,monoclinic
2652,AuN5O14,mp-560745,569.201782869859,$\AA^3$,-0.7933339327199995,eV/atom,1.9901,eV,2.8647513089313708,g/cm$^3$,monoclinic
2653,CoGeO3,mp-24885,228.56261084029848,$\AA^3$,-1.8286889657499998,eV/atom,1.4632999999999994,eV,5.218443898579951,g/cm$^3$,monoclinic
2654,Cd3AsCl3,mp-27899,805.4771925991546,$\AA^3$,-1.0029984921114286,eV/atom,1.4485,eV,4.2757859404533525,g/cm$^3$,orthorhombic
2655,TlRe6Se8Cl3,mp-23635,897.8620329194134,$\AA^3$,-0.6616848338072217,eV/atom,1.4346999999999999,eV,7.618437151693644,g/cm$^3$,triclinic
2656,TePCl9,mp-644827,1378.62677491449,$\AA^3$,-1.10410546976684,eV/atom,1.7973000000000001,eV,2.301297770734226,g/cm$^3$,orthorhombic
2657,Ca3N2,mp-844,755.591860941857,$\AA^3$,-0.9464874367020002,eV/atom,1.1111,eV,2.6063867583772007,g/cm$^3$,cubic
2658,AuXe2F17,mp-644828,1334.147667554353,$\AA^3$,-0.5414789604999999,eV/atom,1.3692000000000002,eV,3.895862366149259,g/cm$^3$,orthorhombic
2659,TlRe3(S2Cl)2,mp-560005,1004.8546373071009,$\AA^3$,-0.8281870527769997,eV/atom,1.8243,eV,6.360009388271172,g/cm$^3$,triclinic
2660,Cs2Mo2O11,mp-645299,540.2064581501255,$\AA^3$,-1.65777857925,eV/atom,2.4142,eV,3.895760349441294,g/cm$^3$,triclinic
2661,Ti4Mn(PO4)6,mp-19383,458.87225384724485,$\AA^3$,-3.011645853359355,eV/atom,2.4649,eV,2.9537385941658147,g/cm$^3$,trigonal
2662,LaZnAsO,mp-549589,154.8993365422929,$\AA^3$,-2.0710121109375006,eV/atom,0.5760000000000005,eV,6.329917218991738,g/cm$^3$,tetragonal
2663,YZnAsO,mp-546011,141.60192381412307,$\AA^3$,-1.9861335128125006,eV/atom,1.2061000000000002,eV,5.751668660717761,g/cm$^3$,tetragonal
2664,TlV3(SeO6)2,mp-645272,524.993924810555,$\AA^3$,-1.8785640515104172,eV/atom,2.3045999999999998,eV,4.473199489173462,g/cm$^3$,hexagonal
2665,UAg3(AsO4)3,mp-645095,2298.1897095809736,$\AA^3$,-1.7643970324999998,eV/atom,1.1039,eV,5.655430485454969,g/cm$^3$,monoclinic
2666,Pb13(Cl3O5)2,mp-561236,1366.6090141743612,$\AA^3$,-1.5566443717951712,eV/atom,1.8938000000000001,eV,7.451627154684807,g/cm$^3$,monoclinic
2667,NdSbO4,mp-13195,329.30069323137394,$\AA^3$,-2.8173886183333336,eV/atom,2.4052,eV,6.656252974595601,g/cm$^3$,monoclinic
2668,Tb2MnNiO6,mp-645135,225.4600589162011,$\AA^3$,-2.805414345317265,eV/atom,1.7777999999999996,eV,7.769878693152508,g/cm$^3$,monoclinic
2669,SmSbO4,mp-13196,321.77152583171744,$\AA^3$,-2.8432868999999994,eV/atom,2.4656000000000002,eV,6.938293938724811,g/cm$^3$,monoclinic
2670,Zn3TeO6,mp-13199,714.7043302828022,$\AA^3$,-1.710743114250001,eV/atom,1.0627999999999997,eV,5.852488080244613,g/cm$^3$,monoclinic
2671,Sm2MnNiO6,mp-567205,232.09104048226945,$\AA^3$,-2.761553650983931,eV/atom,1.7067999999999999,eV,7.302758935545521,g/cm$^3$,monoclinic
2672,Na3W3Cl13,mp-583762,1877.6529186321316,$\AA^3$,-1.550685279467369,eV/atom,0.9180000000000001,eV,3.8253518542747162,g/cm$^3$,monoclinic
2673,CsAs2Se3,mp-645172,1579.458704497602,$\AA^3$,-0.4831688845052084,eV/atom,1.3891,eV,4.370426898732613,g/cm$^3$,orthorhombic
2674,Mg2B24C,mp-568556,409.1029853960756,$\AA^3$,-0.13285305828703733,eV/atom,2.4909,eV,2.5984317951237683,g/cm$^3$,tetragonal
2675,Sr4Pt4PbO11,mp-556331,596.4800393293261,$\AA^3$,-1.9789916626874997,eV/atom,0.5728999999999997,eV,8.429692092585846,g/cm$^3$,triclinic
2676,CoAg(NO3)3,mp-645371,757.9528166497826,$\AA^3$,-0.9515698029207138,eV/atom,2.4808,eV,3.0918275904946553,g/cm$^3$,monoclinic
2677,LiFeAsO4,mp-542932,328.3922538405228,$\AA^3$,-1.9941120653571431,eV/atom,2.0793000000000004,eV,4.079747086004603,g/cm$^3$,orthorhombic
2678,NdPS4,mp-3694,1185.1245357374594,$\AA^3$,-1.0683884471825398,eV/atom,2.2711999999999994,eV,3.401723948395372,g/cm$^3$,tetragonal
2679,Hg4Pb2N6O19,mp-646297,999.8366880906552,$\AA^3$,-1.0056927619053062,eV/atom,1.8181,eV,5.3304990587488135,g/cm$^3$,cubic
